cashtag,name,link,avgrating,price,mktcap,anrecs,anrecscss,pev,pbv,estpeg,divyld,stockcode
$CUSC,CUSCAPI BHD,/mkt/themarket/stock/CUSC,1.0,0.235,222.05,,,0.0,3.45,-0.02,0.0,CUSC.KL
$CWGH,CWG HOLDINGS,/mkt/themarket/stock/CWGH,3.0,0.34,55.81,,,36.49,0.55,0.01,0.0,CWGH.KL
$CYCB,CYCLE & CARR BHD,/mkt/themarket/stock/CYCB,10.0,2.7,272.01,OUTPERFORM,ana_lgreen,14.92,1.13,0.05,0.0,CYCB.KL
$CYLC,CYL CORPORATION,/mkt/themarket/stock/CYLC,8.0,0.415,41.5,,,20.47,0.65,0.01,2.41,CYLC.KL
$CYPR,CYPARK RESOURCE,/mkt/themarket/stock/CYPR,5.0,0.355,211.74,OUTPERFORM,ana_lgreen,3.33,0.18,0.12,0.0,CYPR.KL
$DOVT,D&0 GREEN TECH,/mkt/themarket/stock/DOVT,4.0,3.91,4837.48,OUTPERFORM,ana_lgreen,60.4,6.29,0.07,0.49,DOVT.KL
$DNCE,D'NONCE TECHNOLO,/mkt/themarket/stock/DNCE,5.0,0.1,37.58,,,3.89,0.21,0.02,0.0,DNCE.KL
$DNEX,DAGANG NEXCHANGE,/mkt/themarket/stock/DNEX,6.0,0.825,2603.97,BUY,ana_green,4.52,1.38,0.18,0.74,DNEX.KL
$DAMA,DAMANSARA HOLD,/mkt/themarket/stock/DAMA,7.0,0.505,165.02,,,0.0,1.11,0.07,0.0,DAMA.KL
$DNCO,DANCOMECH HLD,/mkt/themarket/stock/DNCO,8.0,0.4,177.02,BUY,ana_green,9.76,1.12,0.04,5.0,DNCO.KL
$DATA,DATAPREP HOLDING,/mkt/themarket/stock/DATA,1.0,0.185,124.81,,,0.0,1.51,-0.02,0.0,DATA.KL
$DSON,DATASONIC GRP,/mkt/themarket/stock/DSON,5.0,0.5,1481.0,OUTPERFORM,ana_lgreen,151.52,4.33,0.0,1.2,DSON.KL
$DEHB,DAYANG ENT HLDGS,/mkt/themarket/stock/DEHB,8.0,1.14,1319.86,BUY,ana_green,0.0,0.93,-0.28,0.0,DEHB.KL
$DLEU,DELEUM BHD,/mkt/themarket/stock/DLEU,10.0,0.81,325.26,OUTPERFORM,ana_lgreen,10.92,0.81,0.04,4.44,DLEU.KL
$DEST,DESTINI BHD,/mkt/themarket/stock/DEST,1.0,0.08,133.08,UNDERPERFORM,ana_red,1900.0,0.98,0.0,0.0,DEST.KL
$DFCI,DFCITY GROUP,/mkt/themarket/stock/DFCI,0.0,0.43,45.4,,,80.37,0.79,-0.01,0.0,DFCI.KL
$DGBA,DGB ASIA BHD,/mkt/themarket/stock/DGBA,2.0,0.015,26.02,,,0.0,0.15,-0.02,0.0,DGBA.KL
$DIAL,DIALOG GROUP,/mkt/themarket/stock/DIAL,6.0,2.25,12703.29,OUTPERFORM,ana_lgreen,24.88,2.28,0.09,1.43,DIAL.KL
$DSOM,DIGI.COM,/mkt/themarket/stock/DSOM,6.0,3.59,27912.25,OUTPERFORM,ana_lgreen,25.93,43.99,0.15,3.8,DSOM.KL
$DIGS,DIGISTAR CORP,/mkt/themarket/stock/DIGS,1.0,0.105,36.71,,,0.0,0.55,-0.02,0.0,DIGS.KL
$DIVF,DIVFEX,/mkt/themarket/stock/DIVF,1.0,0.07,52.2,,,0.0,2.23,-0.02,0.0,DIVF.KL
$DKLS,DKLS INDUSTRIES,/mkt/themarket/stock/DKLS,8.0,2.1,194.67,,,14.95,0.46,0.17,1.43,DKLS.KL
$DELM,DKSH HLDGS,/mkt/themarket/stock/DELM,10.0,4.42,696.85,OUTPERFORM,ana_lgreen,6.82,0.94,0.58,2.48,DELM.KL
$DOLC,DOLOMITE CORP,/mkt/themarket/stock/DOLC,1.0,0.02,11.82,,,0.0,0.36,-0.05,0.0,DOLC.KL
$DOLP,DOLPHIN INTL,/mkt/themarket/stock/DOLP,3.0,0.025,33.45,,,0.0,1.37,-0.04,0.0,DOLP.KL
$DOMN,DOMINANT ENTERPR,/mkt/themarket/stock/DOMN,8.0,0.925,152.85,,,4.58,0.44,0.2,4.32,DOMN.KL
$DPIH,DPI HOLDINGS,/mkt/themarket/stock/DPIH,3.0,0.25,182.52,,,32.95,2.25,0.01,1.57,DPIH.KL
$DPSS,DPS RESOURCES,/mkt/themarket/stock/DPSS,5.0,0.105,74.06,,,27.0,0.52,0.01,0.0,DPSS.KL
$DRBM,DRB-HICOM,/mkt/themarket/stock/DRBM,6.0,1.64,3170.51,OUTPERFORM,ana_lgreen,36.61,0.38,-0.15,1.61,DRBM.KL
$DSRT,DSR TAIKO,/mkt/themarket/stock/DSRT,0.0,0.9,281.64,,,0.0,5.82,-0.0,0.0,DSRT.KL
$DUFU,DUFU TECHNOLOGY,/mkt/themarket/stock/DUFU,4.0,2.76,1500.63,,,16.56,4.67,0.14,2.8,DUFU.KL
$DUOP,DUOPHARMA BIO,/mkt/themarket/stock/DUOP,3.0,1.28,1218.87,OUTPERFORM,ana_lgreen,16.58,1.89,0.07,1.85,DUOP.KL
$DUTA,DUTALAND BHD,/mkt/themarket/stock/DUTA,5.0,0.3,253.84,,,0.0,0.21,0.02,3.33,DUTA.KL
$DBMS,DUTCH LADY MILK,/mkt/themarket/stock/DBMS,6.0,32.2,2060.8,HOLD,ana_yellow,8.37,5.39,3.88,1.55,DBMS.KL
$DYNF,DYNAFRONT HOLDIN,/mkt/themarket/stock/DYNF,0.0,0.5,54.0,,,16.55,2.78,0.03,0.0,DYNF.KL
$EATE,E.A.TECHNIQUE,/mkt/themarket/stock/EATE,5.0,0.04,21.22,BUY,ana_green,0.0,1.06,-0.28,0.0,EATE.KL
$EAHL,EA HOLDINGS BHD,/mkt/themarket/stock/EAHL,6.0,0.01,64.52,,,0.0,0.6,-0.0,0.0,EAHL.KL
$ENOB,EASTERN & ORIENT,/mkt/themarket/stock/ENOB,4.0,0.47,694.07,HOLD,ana_yellow,9.7,0.4,0.04,0.0,ENOB.KL
$ECMI,ECM LIBRA GROUP,/mkt/themarket/stock/ECMI,0.0,0.195,93.59,,,0.0,0.57,-0.01,0.0,ECMI.KL
$ECOW,ECO WORLD DEV,/mkt/themarket/stock/ECOW,9.0,0.68,2002.17,OUTPERFORM,ana_lgreen,10.63,0.42,0.06,5.93,ECOW.KL
$ECOD,ECO WORLD INTER,/mkt/themarket/stock/ECOD,2.0,0.335,804.0,UNDERPERFORM,ana_red,0.0,0.29,0.01,0.0,ECOD.KL
$ECOB,ECOBUILT HOLD,/mkt/themarket/stock/ECOB,3.0,0.085,32.51,,,0.0,0.32,-0.03,0.0,ECOB.KL
$ECOF,ECOFIRST CONSOLI,/mkt/themarket/stock/ECOF,2.0,0.375,441.05,,,0.0,0.92,-0.01,0.0,ECOF.KL
$ECOM,ECOMATE HOLDINGS,/mkt/themarket/stock/ECOM,7.0,0.715,250.25,,,37.62,7.76,0.02,0.0,ECOM.KL
$ECOR,ECONFRAME,/mkt/themarket/stock/ECOR,6.0,0.53,172.25,,,20.5,3.16,0.02,1.9,ECOR.KL
$ECOH,ECONPILE HLD-ORD,/mkt/themarket/stock/ECOH,2.0,0.16,226.8,UNDERPERFORM,ana_red,0.0,0.6,-0.03,0.0,ECOH.KL
$ECOS,ECOSCIENCE,/mkt/themarket/stock/ECOS,0.0,0.255,86.7,,,0.0,1.49,0.02,0.0,ECOS.KL
$EDSB,EDARAN BHD,/mkt/themarket/stock/EDSB,7.0,0.6,36.0,,,64.52,1.19,0.01,3.02,EDSB.KL
$EDEN,EDEN INC. BHD,/mkt/themarket/stock/EDEN,3.0,0.18,82.7,,,0.0,0.38,-0.04,0.0,EDEN.KL
$EDUS,EDUSPEC HLDGS,/mkt/themarket/stock/EDUS,1.0,0.02,60.93,,,0.0,0.94,-0.01,0.0,EDUS.KL
$ECES,EFFICIENT E-SOLU,/mkt/themarket/stock/ECES,7.0,0.18,127.64,,,0.0,1.05,-0.0,0.0,ECES.KL
$EGCM,EG INDUSTRIES,/mkt/themarket/stock/EGCM,5.0,0.455,189.72,HOLD,ana_yellow,11.43,0.54,0.03,0.0,EGCM.KL
$EITA,EITA RESOUR BHD,/mkt/themarket/stock/EITA,6.0,0.76,197.69,OUTPERFORM,ana_lgreen,9.25,0.99,0.07,4.3,EITA.KL
$EKOV,EKOVEST BHD,/mkt/themarket/stock/EKOV,5.0,0.34,916.58,SELL,ana_dred,0.0,0.39,-0.05,0.0,EKOV.KL
$EKSN,EKSONS CORP,/mkt/themarket/stock/EKSN,6.0,0.62,101.81,,,0.0,0.28,-0.1,0.0,EKSN.KL
$ELKD,ELK-DESA RESOUR,/mkt/themarket/stock/ELKD,10.0,1.36,412.36,OUTPERFORM,ana_lgreen,10.64,0.91,0.09,3.89,ELKD.KL
$ELSR,ELSOFT RESEARCH,/mkt/themarket/stock/ELSR,4.0,0.67,454.09,UNDERPERFORM,ana_red,27.34,4.18,0.02,3.73,ELSR.KL
$EMIC,EMICO HOLDINGS,/mkt/themarket/stock/EMIC,5.0,0.315,38.81,,,0.0,0.84,-0.01,0.0,EMIC.KL
$ENCR,ENCORP BHD,/mkt/themarket/stock/ENCR,5.0,0.25,79.17,,,0.0,0.22,-0.03,0.0,ENCR.KL
$ENES,ENEST GROUP,/mkt/themarket/stock/ENES,0.0,0.14,65.1,,,10.86,3.18,0.01,0.54,ENES.KL
$ENGH,ENG KAH CORP,/mkt/themarket/stock/ENGH,1.0,0.37,43.71,,,0.0,0.64,-0.05,5.83,ENGH.KL
$ETEX,ENGTEX GROUP,/mkt/themarket/stock/ETEX,9.0,0.63,279.29,HOLD,ana_yellow,3.08,0.32,0.18,1.8,ETEX.KL
$ENRA,ENRA GROUP,/mkt/themarket/stock/ENRA,5.0,0.7,95.35,HOLD,ana_yellow,0.0,0.86,0.05,0.0,ENRA.KL
$EONM,EONMETALL GROUP,/mkt/themarket/stock/EONM,7.0,0.715,199.96,UNDERPERFORM,ana_red,4.06,0.64,0.12,0.0,EONM.KL
$EPMB,EP MANUFACTURING,/mkt/themarket/stock/EPMB,6.0,1.06,209.41,,,0.0,0.8,-0.05,0.0,EPMB.KL
$EQUI,EQUITIESTRACKER,/mkt/themarket/stock/EQUI,0.0,0.165,40.51,,,0.0,8.21,-0.0,0.0,EQUI.KL
$ESCM,ES CERAMICS TECH,/mkt/themarket/stock/ESCM,6.0,0.23,121.72,,,2.39,0.92,0.1,19.57,ESCM.KL
$ESTH,ESTHETICS INTL,/mkt/themarket/stock/ESTH,4.0,0.355,84.2,,,0.0,0.49,-0.03,2.94,ESTH.KL
$EUPE,EUPE CORPORATION,/mkt/themarket/stock/EUPE,10.0,0.8,102.4,,,3.6,0.25,0.18,1.86,EUPE.KL
$ERHB,EURO HOLDINGS,/mkt/themarket/stock/ERHB,3.0,0.1,88.19,,,0.0,2.09,-0.03,0.0,ERHB.KL
$ESAN,EUROSPAN HLDGS,/mkt/themarket/stock/ESAN,0.0,1.02,45.31,,,0.0,1.16,-0.1,0.0,ESAN.KL
$EVDB,EVD,/mkt/themarket/stock/EVDB,3.0,0.22,87.9,,,0.0,7.15,0.0,0.0,EVDB.KL
$EVGN,EVERGREEN FIBREB,/mkt/themarket/stock/EVGN,8.0,0.485,410.52,BUY,ana_green,7.12,0.39,0.04,3.16,EVGN.KL
$EVES,EVERSAFE RUBBER,/mkt/themarket/stock/EVES,5.0,0.215,51.73,,,0.0,0.8,0.01,4.65,EVES.KL
$ESCB,EVERSENDAI CORP,/mkt/themarket/stock/ESCB,3.0,0.11,85.92,UNDERPERFORM,ana_red,0.0,0.14,-0.18,0.0,ESCB.KL
$EWEI,EWEIN BHD,/mkt/themarket/stock/EWEI,3.0,0.32,96.51,,,27.05,0.38,0.02,0.0,EWEI.KL
$EXFM,EXCEL FORCE MSC,/mkt/themarket/stock/EXFM,5.0,0.41,229.35,,,22.32,2.27,0.02,3.25,EXFM.KL
$FACN,FACB INDUSTRIES,/mkt/themarket/stock/FACN,0.0,1.16,98.79,,,13.33,0.47,0.09,0.0,FACN.KL
$FAJA,FAJARBARU BUILDE,/mkt/themarket/stock/FAJA,3.0,0.265,197.34,HOLD,ana_yellow,49.72,0.51,0.01,3.77,FAJA.KL
$FEHS,FAR EAST HOLD,/mkt/themarket/stock/FEHS,0.0,3.75,2226.89,,,9.38,1.76,0.28,2.7,FEHS.KL
$FLIM,FARLIM GROUP,/mkt/themarket/stock/FLIM,6.0,0.235,39.57,,,0.0,0.3,-0.13,0.0,FLIM.KL
$FARM,FARM FRESH,/mkt/themarket/stock/FARM,4.0,1.65,3065.63,OUTPERFORM,ana_lgreen,0.0,5.12,0.05,0.64,FARM.KL
$FAST,FAST ENERGY HOLD,/mkt/themarket/stock/FAST,4.0,0.035,25.81,,,0.0,0.2,-0.01,32.44,FAST.KL
$FVCO,FAVELLE FAVCO,/mkt/themarket/stock/FVCO,5.0,1.64,385.26,HOLD,ana_yellow,9.85,0.51,0.21,4.85,FVCO.KL
$FCWH,FCW HOLDINGS BHD,/mkt/themarket/stock/FCWH,3.0,1.04,259.99,,,12.14,1.43,0.07,0.0,FCWH.KL
$FIHB,FEDERAL INTERNA,/mkt/themarket/stock/FIHB,6.0,0.525,73.74,,,7.75,0.56,0.07,0.96,FIHB.KL
$FGVH,FGV HOLDING,/mkt/themarket/stock/FGVH,10.0,1.51,5508.71,HOLD,ana_yellow,3.43,1.02,0.32,2.65,FGVH.KL
$FIAM,FIAMMA HOLDINGS,/mkt/themarket/stock/FIAM,7.0,1.1,582.71,UNDERPERFORM,ana_red,16.11,1.05,0.07,2.42,FIAM.KL
$FIBN,FIBON BHD,/mkt/themarket/stock/FIBN,9.0,0.355,34.79,,,10.85,0.68,0.03,1.2,FIBN.KL
$FIBR,FIBROMAT (M),/mkt/themarket/stock/FIBR,0.0,0.305,71.28,,,0.0,1.88,0.03,11.21,FIBR.KL
$FIMA,FIMA CORP BHD,/mkt/themarket/stock/FIMA,10.0,1.98,485.62,HOLD,ana_yellow,6.74,0.84,0.25,6.31,FIMA.KL
$FINT,FINTEC GLOBAL,/mkt/themarket/stock/FINT,6.0,0.01,59.23,,,0.0,0.2,0.2,0.0,FINT.KL
$FITT,FITTERS DIVERSIF,/mkt/themarket/stock/FITT,5.0,0.065,40.35,,,0.0,0.11,-0.03,0.0,FITT.KL
$FLEX,FLEXIDYNAMIC,/mkt/themarket/stock/FLEX,5.0,0.23,65.48,,,50.44,1.53,0.01,4.35,FLEX.KL
$FMHB,FM GLOBAL LOG,/mkt/themarket/stock/FMHB,9.0,0.55,307.15,OUTPERFORM,ana_lgreen,6.74,0.85,0.08,9.09,FMHB.KL
$FCDY,FOCUS DYNAMICS,/mkt/themarket/stock/FCDY,4.0,0.015,95.58,,,0.0,0.54,0.0,0.0,FCDY.KL
$FOLU,FOCUS LUMBER,/mkt/themarket/stock/FOLU,10.0,1.51,171.4,,,4.67,1.0,0.16,7.16,FOLU.KL
$FOPT,FOCUS POINT HLDG,/mkt/themarket/stock/FOPT,9.0,0.78,257.4,BUY,ana_green,9.5,3.4,0.04,3.21,FOPT.KL
$FPIB,FORMOSA PROSONIC,/mkt/themarket/stock/FPIB,10.0,3.04,776.64,BUY,ana_green,7.19,1.85,0.39,6.62,FPIB.KL
$FOUN,FOUNDPAC BHD,/mkt/themarket/stock/FOUN,6.0,0.565,307.17,HOLD,ana_yellow,23.27,2.77,0.02,2.86,FOUN.KL
$FRAS,FRASER & NEAVE,/mkt/themarket/stock/FRAS,6.0,21.78,7988.44,OUTPERFORM,ana_lgreen,23.52,2.86,1.08,2.73,FRAS.KL
$FRKN,FRONTKEN CORP,/mkt/themarket/stock/FRKN,6.0,2.73,4313.82,OUTPERFORM,ana_lgreen,36.43,8.46,0.07,1.53,FRKN.KL
$FUJI,FSBM HOLDINGS,/mkt/themarket/stock/FUJI,4.0,0.225,39.99,,,0.0,6.25,-0.07,0.0,FUJI.KL
$FBMT,FTSE Bursa Malaysia KLCI ETF,/mkt/themarket/etf/FBMT,0.0,1.54,5.15,,,0.0,0.0,0.0,0.0,FBMT.KL
$GCAP,G CAPITAL BERHAD,/mkt/themarket/stock/GCAP,2.0,0.465,149.12,,,0.0,1.23,0.0,0.0,GCAP.KL
$GNET,G NEPTUNE BHD,/mkt/themarket/stock/GNET,0.0,0.015,0.0,,,0.0,5.02,-0.01,0.0,GNET.KL
$GLOA,G3 GLOBAL BHD,/mkt/themarket/stock/GLOA,5.0,0.025,72.57,,,0.0,3.86,-0.01,0.0,GLOA.KL
$GAQR,GABUNGAN AQRS,/mkt/themarket/stock/GAQR,2.0,0.305,165.9,BUY,ana_green,11.01,0.34,0.02,0.0,GAQR.KL
$GADA,GADANG HLDGS BHD,/mkt/themarket/stock/GADA,8.0,0.34,247.54,UNDERPERFORM,ana_red,5.87,0.3,0.06,0.9,GADA.KL
$GAGA,GAGASAN NADI,/mkt/themarket/stock/GAGA,5.0,0.275,207.08,,,0.0,0.46,0.0,3.64,GAGA.KL
$GAMU,GAMUDA BHD,/mkt/themarket/stock/GAMU,8.0,4.01,10390.19,OUTPERFORM,ana_lgreen,12.85,1.1,0.23,3.08,GAMU.KL
$GASM,GAS MALAYSIA,/mkt/themarket/stock/GASM,10.0,3.55,4558.2,OUTPERFORM,ana_lgreen,13.76,4.02,0.19,5.3,GASM.KL
$GDBH,GDB HOLDINGS,/mkt/themarket/stock/GDBH,4.0,0.19,178.13,UNDERPERFORM,ana_red,6.63,1.16,0.03,7.57,GDBH.KL
$GDEX,GDEX,/mkt/themarket/stock/GDEX,5.0,0.13,733.38,OUTPERFORM,ana_lgreen,71.02,1.46,0.0,1.6,GDEX.KL
$GESH,GE-SHEN CORP,/mkt/themarket/stock/GESH,4.0,0.88,96.82,,,11.02,0.9,0.12,0.0,GESH.KL
$GTCY,GENETEC TECHNOLO,/mkt/themarket/stock/GTCY,4.0,2.36,1609.43,BUY,ana_green,24.83,10.5,0.08,0.0,GTCY.KL
$GENT,GENTING BHD,/mkt/themarket/stock/GENT,5.0,4.55,17639.88,OUTPERFORM,ana_lgreen,0.0,0.56,-0.36,2.73,GENT.KL
$GENM,GENTING MYS BHD,/mkt/themarket/stock/GENM,6.0,2.96,17576.61,OUTPERFORM,ana_lgreen,0.0,1.27,-0.17,2.03,GENM.KL
$GENP,GENTING PLANT,/mkt/themarket/stock/GENP,9.0,6.63,5949.49,OUTPERFORM,ana_lgreen,9.78,1.15,0.48,2.89,GENP.KL
$GKMS,GEORGE KENT MSIA,/mkt/themarket/stock/GKMS,6.0,0.515,290.08,HOLD,ana_yellow,9.36,0.54,0.06,4.81,GKMS.KL
$GFMS,GFM SERVICES,/mkt/themarket/stock/GFMS,5.0,0.17,97.82,,,9.68,0.78,0.02,1.02,GFMS.KL
$GHLS,GHL SYSTEMS BHD,/mkt/themarket/stock/GHLS,3.0,0.995,1135.79,HOLD,ana_yellow,46.02,2.31,0.02,0.0,GHLS.KL
$GIIB,GIIB HOLDINGS,/mkt/themarket/stock/GIIB,1.0,0.075,44.35,,,0.0,1.32,-0.05,0.0,GIIB.KL
$GLOL,GLOBAL ORIENTAL,/mkt/themarket/stock/GLOL,4.0,0.355,161.41,,,7.59,0.57,0.03,0.0,GLOL.KL
$GLOT,GLOBALTEC FORM,/mkt/themarket/stock/GLOT,8.0,0.475,127.83,,,7.55,0.46,0.06,6.45,GLOT.KL
$GNIC,GLOBETRONIC TECH,/mkt/themarket/stock/GNIC,5.0,1.24,830.11,OUTPERFORM,ana_lgreen,15.15,2.76,0.08,2.42,GNIC.KL
$GLOM,GLOMAC BHD,/mkt/themarket/stock/GLOM,8.0,0.3,240.03,OUTPERFORM,ana_lgreen,6.21,0.21,0.05,5.08,GLOM.KL
$GOLD,GOLD LAND  BHD,/mkt/themarket/stock/GOLD,0.0,0.345,76.91,,,0.0,0.2,-0.09,0.0,GOLD.KL
$GROS,GOLDEN PHAROS,/mkt/themarket/stock/GROS,3.0,0.205,28.8,,,0.0,0.4,0.0,4.5,GROS.KL
$GOPK,GOPENG BERHAD,/mkt/themarket/stock/GOPK,6.0,0.4,161.4,,,0.0,0.55,-0.01,4.0,GOPK.KL
$GPPR,GPP RESOURCES,/mkt/themarket/stock/GPPR,0.0,0.295,45.76,,,0.0,6.42,-0.05,0.0,GPPR.KL
$GRAN,GRAND CENTRAL,/mkt/themarket/stock/GRAN,0.0,0.33,65.01,,,0.0,0.31,-0.01,0.0,GRAN.KL
$GREA,GREATECH TECHNO,/mkt/themarket/stock/GREA,5.0,3.59,4495.17,OUTPERFORM,ana_lgreen,40.12,10.31,0.11,0.0,GREA.KL
$GOCE,GREEN OCEAN CORP,/mkt/themarket/stock/GOCE,2.0,0.015,31.67,,,0.0,0.27,-0.01,0.0,GOCE.KL
$GRNP,GREEN PACKET BHD,/mkt/themarket/stock/GRNP,4.0,0.05,80.16,,,0.0,0.5,-0.12,0.0,GRNP.KL
$GRYB,GREENYIELD BHD,/mkt/themarket/stock/GRYB,5.0,0.23,76.76,,,13.31,1.14,0.02,1.28,GRYB.KL
$GMUT,GROMUTUAL BHD,/mkt/themarket/stock/GMUT,8.0,0.29,108.93,,,7.11,0.29,0.03,1.72,GMUT.KL
$GNCH,GUAN CHONG BHD,/mkt/themarket/stock/GNCH,6.0,2.29,2465.26,OUTPERFORM,ana_lgreen,13.9,1.85,0.14,2.81,GNCH.KL
$GUHB,GUH HOLDINGS BHD,/mkt/themarket/stock/GUHB,8.0,0.495,138.73,,,14.04,0.27,0.05,0.0,GUHB.KL
$GUOL,GUOCOLAND MSIA,/mkt/themarket/stock/GUOL,6.0,0.66,462.3,,,17.58,0.37,0.04,2.9,GUOL.KL
$HAIL,HAILY GROUP,/mkt/themarket/stock/HAIL,6.0,0.355,63.3,,,8.81,0.87,0.04,1.53,HAIL.KL
$HDEB,HANDAL ENERGY,/mkt/themarket/stock/HDEB,3.0,0.135,32.49,,,0.0,0.69,-0.13,0.0,HDEB.KL
$HAPS,HAP SENG CONS,/mkt/themarket/stock/HAPS,5.0,6.96,17328.18,,,17.9,2.31,0.36,5.01,HAPS.KL
$HAPP,HAP SENG PLNT,/mkt/themarket/stock/HAPP,8.0,2.27,1816.0,OUTPERFORM,ana_lgreen,5.7,0.96,0.28,9.11,HAPP.KL
$HARR,HARBOUR-LINK GRP,/mkt/themarket/stock/HARR,10.0,1.31,524.52,HOLD,ana_yellow,3.61,0.87,0.37,2.24,HARR.KL
$HLEN,HARN LEN CORP,/mkt/themarket/stock/HLEN,5.0,1.66,351.15,,,0.0,1.12,-0.11,0.0,HLEN.KL
$HSON,HARRISONS HLDGS,/mkt/themarket/stock/HSON,10.0,6.0,410.94,,,7.49,1.07,0.61,5.24,HSON.KL
$HTHB,HARTALEGA HLDGS,/mkt/themarket/stock/HTHB,4.0,1.58,5415.62,UNDERPERFORM,ana_red,5.11,1.06,0.95,35.85,HTHB.KL
$HBGL,HB GLOBAL LTD,/mkt/themarket/stock/HBGL,4.0,0.11,84.7,,,0.0,0.35,-0.04,0.0,HBGL.KL
$HCKC,HCK CAPITAL,/mkt/themarket/stock/HCKC,4.0,2.18,990.97,HOLD,ana_yellow,3205.88,4.09,0.01,0.0,HCKC.KL
$HEIN,HEINEKEN BHD,/mkt/themarket/stock/HEIN,8.0,23.92,7226.18,OUTPERFORM,ana_lgreen,20.87,18.26,0.81,4.43,HEIN.KL
$HEIT,HEITECH PADU BHD,/mkt/themarket/stock/HEIT,4.0,0.78,78.96,,,0.0,0.83,-0.16,0.0,HEIT.KL
$HEKR,HEKTAR REIT,/mkt/themarket/reit/HEKR,8.0,0.615,289.83,OUTPERFORM,ana_lgreen,0.0,0.54,-0.06,4.32,HEKR.KL
$HENG,HENG HUAT RESOUR,/mkt/themarket/stock/HENG,8.0,0.38,282.66,,,9.23,2.0,0.04,0.0,HENG.KL
$HENY,HENGYUAN REF,/mkt/themarket/stock/HENY,9.0,4.86,1458.0,,,1.73,0.71,0.28,2.06,HENY.KL
$HEVE,HEVEABOARD BHD,/mkt/themarket/stock/HEVE,7.0,0.445,252.65,BUY,ana_green,21.54,0.6,-0.0,3.37,HEVE.KL
$HEXT,HEXTAR GLOBAL,/mkt/themarket/stock/HEXT,4.0,1.71,2245.38,BUY,ana_green,41.47,10.24,0.03,1.33,HEXT.KL
$HEXA,HEXTAR INDUSTRIE,/mkt/themarket/stock/HEXA,3.0,0.41,470.41,,,57.2,5.82,0.0,0.0,HEXA.KL
$HEXE,HEXTAR TECHNO,/mkt/themarket/stock/HEXE,4.0,3.8,488.87,,,37.79,2.84,0.1,10.53,HEXE.KL
$HXZS,HEXZA CORPN,/mkt/themarket/stock/HXZS,5.0,0.83,166.32,,,31.48,0.59,0.05,9.09,HXZS.KL
$HIAP,HIAP HUAT HLDG,/mkt/themarket/stock/HIAP,9.0,0.145,57.88,,,9.64,0.73,0.01,0.0,HIAP.KL
$HTVE,HIAP TECK VENTUR,/mkt/themarket/stock/HTVE,8.0,0.275,480.62,BUY,ana_green,2.48,0.43,0.1,3.64,HTVE.KL
$HIBI,HIBISCUS PETRO,/mkt/themarket/stock/HIBI,9.0,1.04,2092.92,OUTPERFORM,ana_lgreen,3.45,0.98,0.3,1.9,HIBI.KL
$HILI,HIL INDUSTRIES,/mkt/themarket/stock/HILI,8.0,1.0,334.04,BUY,ana_green,9.91,0.84,0.09,2.0,HILI.KL
$HLTG,HLT GLOBAL BHD,/mkt/themarket/stock/HLTG,2.0,0.18,132.57,,,0.0,0.86,0.01,0.0,HLTG.KL
$HHCS,HO HUP CONSTRUCT,/mkt/themarket/stock/HHCS,4.0,0.26,128.66,,,0.0,0.32,-0.04,0.0,HHCS.KL
$HOWA,HO WAH GENTING,/mkt/themarket/stock/HOWA,3.0,0.135,89.45,,,0.0,1.18,-0.01,0.0,HOWA.KL
$HOME,HOMERITZ CORP,/mkt/themarket/stock/HOME,10.0,0.5,231.62,OUTPERFORM,ana_lgreen,7.07,1.14,0.05,3.17,HOME.KL
$HLBB,HONG LEONG BANK,/mkt/themarket/stock/HLBB,9.0,20.88,45261.96,OUTPERFORM,ana_lgreen,13.02,1.46,1.61,2.55,HLBB.KL
$HLGC,HONG LEONG CAPT,/mkt/themarket/stock/HLGC,5.0,6.01,1483.85,,,19.46,1.56,0.31,4.35,HLGC.KL
$HLCB,HONG LEONG FINAN,/mkt/themarket/stock/HLCB,10.0,19.12,21940.52,OUTPERFORM,ana_lgreen,8.83,0.9,2.16,2.31,HLCB.KL
$HLIB,HONG LEONG IND,/mkt/themarket/stock/HLIB,9.0,9.16,3003.6,HOLD,ana_yellow,13.71,1.58,0.67,5.65,HLIB.KL
$HONG,HONG SENG CONSOL,/mkt/themarket/stock/HONG,2.0,0.435,2222.16,,,20.16,8.25,-0.01,0.0,HONG.KL
$HPMT,HPMT HOLDINGS,/mkt/themarket/stock/HPMT,6.0,0.41,134.68,HOLD,ana_yellow,10.45,1.03,0.04,5.56,HPMT.KL
$HPPH,HPP HOLDINGS,/mkt/themarket/stock/HPPH,4.0,0.395,153.43,,,18.06,1.31,0.02,3.85,HPPH.KL
$HSSE,HSS ENGINEERS,/mkt/themarket/stock/HSSE,1.0,0.355,176.03,OUTPERFORM,ana_lgreen,30.54,0.79,0.01,0.0,HSSE.KL
$HUAY,HUA YANG BHD,/mkt/themarket/stock/HUAY,2.0,0.185,65.12,UNDERPERFORM,ana_red,76.61,0.15,0.0,0.0,HUAY.KL
$HUBE,HUBLINE BHD,/mkt/themarket/stock/HUBE,7.0,0.04,171.6,,,13.29,1.07,0.0,0.0,HUBE.KL
$HUMC,HUME CEMENT INDU,/mkt/themarket/stock/HUMC,6.0,0.93,468.37,HOLD,ana_yellow,279.87,1.22,0.0,0.0,HUMC.KL
